"Concepto","Principal","Monto Documento","Tipo Vista","Fecha Generación","Folio","Título","Número Documento","Fecha Documento","Tipo Documento","Monto Documento"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","1841","FA / 731078 / 86397000 / 2069-269-CM21 / DIPROMED S A","731078","18/01/2021","Factura Afecta Electrónica","722.735"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","1853","FA / 731080 / 86397000 / 2069-92-CM21 / DIPROMED S A","731080","18/01/2021","Factura Afecta Electrónica","3.747.713"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","2496","FA / 730994 / 86397000 / 2069-522-CM21 / DIPROMED S A","730994","14/01/2021","Factura Afecta Electrónica","23.562.000"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","2706","FA / 730189 / 86397000-8 / 2069-9584-CM20 / Dipromed S.A. - ","730189","28/12/2020","Factura Afecta Electrónica","1.192.737"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","2709","FA / 730187 / 86397000-8 / 2069-9675-CM20 / Dipromed S.A. - ","730187","28/12/2020","Factura Afecta Electrónica","230.741"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","2710","FA / 730185 / 86397000-8 / 2069-9676-CM20 / Dipromed S.A. - ","730185","28/12/2020","Factura Afecta Electrónica","735.420"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/01/2021","2715","FA / 730184 / 86397000-8 / 2069-9756-CM20 / Dipromed S.A. - ","730184","28/12/2020","Factura Afecta Electrónica","350.931"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","17/02/2021","4997","FA / 731374 / 86397000 / 2069-154-CM21 / DIPROMED S A","731374","25/01/2021","Factura Afecta Electrónica","247.223"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","18/02/2021","5306","FA / 732907 / 86397000 / 2069-80-SE21 / DIPROMED S A","732907","01/02/2021","Factura Afecta Electrónica","2.169.584"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","18/02/2021","5322","FA / 731502 / 86397000 / 2069-582-CM21 / DIPROMED S A","731502","27/01/2021","Factura Afecta Electrónica","204.680"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","22/02/2021","5851","FA / 733159 / 86397000 / 2069-1166-CM21 / DIPROMED S A","733159","09/02/2021","Factura Afecta Electrónica","742.633"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","23/02/2021","5971","FA / 733245 / 86397000 / 2069-1231-CM21 / DIPROMED S A","733245","11/02/2021","Factura Afecta Electrónica","2.307.779"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","6882","FA / 733239 / 86397000 / 2069-1198-CM21 / DIPROMED S A","733239","10/02/2021","Factura Afecta Electrónica","44.982"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","7327","FA / 733969 / 86397000 / 2069-1563-CM21 / DIPROMED S A","733969","26/02/2021","Factura Afecta Electrónica","29.452.500"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","7348","FA / 733962 / 86397000 / 2069-1694-CM21 / DIPROMED S A","733962","26/02/2021","Factura Afecta Electrónica","721.616"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","7363","FA / 733570 / 86397000-8 / 2069-1563-CM21 / Dipromed S.A. - ","733570","19/02/2021","Factura Afecta Electrónica","17.671.500"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","7392","FA / 733821 / 86397000 / 2069-1469-CM21 / DIPROMED S A","733821","24/02/2021","Factura Afecta Electrónica","722.729"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","7456","FA / 733434 / 86397000-8 / 2069-1352-CM21 / Dipromed S.A. - ","733434","17/02/2021","Factura Afecta Electrónica","444.685"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","8092","FA / 733389 / 86397000 / 2069-1352-CM21 / DIPROMED S A","733389","16/02/2021","Factura Afecta Electrónica","444.685"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","8093","FA / 733397 / 86397000-8 / 2069-1353-CM21 / Dipromed S.A. - ","733397","16/02/2021","Factura Afecta Electrónica","820.624"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","28/02/2021","8094","FA / 733400 / 86397000 / 2069-1327-CM21 / DIPROMED S A","733400","16/02/2021","Factura Afecta Electrónica","2.002.770"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","05/03/2021","8558","FA / 734095 / 86397000 / 2069-1885-CM21 / DIPROMED S A","734095","02/03/2021","Factura Afecta Electrónica","1.107.890"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","05/03/2021","8582","FA / 734094 / 86397000 / 2069-92-CM21 / DIPROMED S A","734094","02/03/2021","Factura Afecta Electrónica","107.857"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","08/03/2021","8717","FA / 734228 / 86397000 / 2069-1836-CM21 / DIPROMED S A","734228","03/03/2021","Factura Afecta Electrónica","111.384"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","08/03/2021","8752","FA / 734209 / 86397000 / 2069-1812-CM21 / DIPROMED S A","734209","03/03/2021","Factura Afecta Electrónica","782.683"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","09/03/2021","9029","FA / 734413 / 86397000 / 2069-1812-CM21 / DIPROMED S A","734413","05/03/2021","Factura Afecta Electrónica","827.169"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","18/03/2021","10652","FA / 733684 / 86397000 / 2069-1618-CM21 / DIPROMED S A","733684","23/02/2021","Factura Afecta Electrónica","47.124.000"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","18/03/2021","10900","FA / 734844 / 86397000 / 2069-2191-CM21 / DIPROMED S A","734844","16/03/2021","Factura Afecta Electrónica","1.636.464"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","29/03/2021","13228","FA / 735375 / 86397000 / 2069-2560-CM21 / DIPROMED S A","735375","26/03/2021","Factura Afecta Electrónica","78.778"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","29/03/2021","13279","FA / 735262 / 86397000 / 2069-2645-CM21 / DIPROMED S A","735262","25/03/2021","Factura Afecta Electrónica","142.514"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","29/03/2021","13297","FA / 735261 / 86397000 / 2069-2644-CM21 / DIPROMED S A","735261","25/03/2021","Factura Afecta Electrónica","1.043.154"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/03/2021","14499","FA / 725244 / 86397000 / 2069-7748-CM20 / DIPROMED S A","725244","09/10/2020","Factura Afecta Electrónica","5.499.740"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/03/2021","14500","AJUSTE DEVENGO FA / 725244 / 86397000 / 2069-7748-CM20 / DIPROMED S A","59703","12/03/2021","Nota de Crédito Electrónica","(1)"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/03/2021","14753","FA / 735581 / 86397000 / 2069-2546-CM21 / DIPROMED S A","735581","31/03/2021","Factura Afecta Electrónica","1.433.929"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/03/2021","14761","FA / 735582 / 86397000 / 2069-2414-CM21 / DIPROMED S A","735582","31/03/2021","Factura Afecta Electrónica","6.553.033"
"2204005003 Otros Insumos clínicos","86397000-8 DIPROMED S.A. ","184.732.853","Tipo Flujo","31/03/2021","14785","FA / 735583 / 86397000 / 2069-2414-CM21 / DIPROMED S A","735583","31/03/2021","Factura Afecta Electrónica","4.142.319"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","13/01/2021","36","FA / 179214 / 86537600 / 2069-9885-SE20 / ALCON LABORATORIOS CHILE LTDA","179214","11/01/2021","Factura Afecta Electrónica","732.778"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","1534","FA / 181032 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","181032","20/01/2021","Factura Afecta Electrónica","1.852.550"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","1542","FA / 181031 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","181031","20/01/2021","Factura Afecta Electrónica","1.950.053"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","1822","FA / 178546 / 86537600 / 2069-9929-SE20 / ALCON LABORATORIOS CHILE LTDA","178546","06/01/2021","Factura Afecta Electrónica","1.832.886"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","1823","FA / 178737 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","178737","08/01/2021","Factura Afecta Electrónica","1.170.032"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","1893","FA / 178738 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","178738","08/01/2021","Factura Afecta Electrónica","877.524"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/01/2021","2050","FA / 180424 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","180424","18/01/2021","Factura Afecta Electrónica","2.145.058"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","16/02/2021","4463","FA / 183682 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","183682","04/02/2021","Factura Afecta Electrónica","1.170.032"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","22/02/2021","5781","FA / 183906 / 86537600 / 2069-791-SE21 / ALCON LABORATORIOS CHILE LTDA","183906","08/02/2021","Factura Afecta Electrónica","561.889"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","22/02/2021","5782","FA / 184028 / 86537600 / 2069-1199-SE21 / ALCON LABORATORIOS CHILE LTDA","184028","09/02/2021","Factura Afecta Electrónica","1.019.592"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","22/02/2021","5783","FA / 184027 / 86537600 / 2069-208-SE21 / ALCON LABORATORIOS CHILE LTDA","184027","09/02/2021","Factura Afecta Electrónica","2.548.980"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","22/02/2021","5784","FA / 184024 / 86537600 / 2069-1011-SE21 / ALCON LABORATORIOS CHILE LTDA","184024","09/02/2021","Factura Afecta Electrónica","5.507.725"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","22/02/2021","5785","FA / 184025 / 86537600 / 2069-794-SE21 / ALCON LABORATORIOS CHILE LTDA","184025","09/02/2021","Factura Afecta Electrónica","6.177.335"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","23/02/2021","5937","FA / 183429 / 86537600-6 / 2069-9993-SE20 / ALCON LABORATORIOS CHILE LTDA","183429","03/02/2021","Factura Afecta Electrónica","649.454"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","23/02/2021","6023","FA / 184546 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","184546","11/02/2021","Factura Afecta Electrónica","1.462.540"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","24/02/2021","6100","FA / 184026 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","184026","09/02/2021","Factura Afecta Electrónica","487.513"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","24/02/2021","6101","FA / 183857 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","183857","08/02/2021","Factura Afecta Electrónica","1.657.545"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","24/02/2021","6131","FA / 184432 / 86537600 / 2069-963-SE21 / ALCON LABORATORIOS CHILE LTDA","184432","11/02/2021","Factura Afecta Electrónica","6.485.262"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","28/02/2021","8132","FA / 184945 / 86537600-6 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","184945","15/02/2021","Factura Afecta Electrónica","2.632.572"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","28/02/2021","8133","FA / 184968 / 86537600 / 2069-6848-SE20 / ALCON LABORATORIOS CHILE LTDA","184968","15/02/2021","Factura Afecta Electrónica","1.950.053"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","09/03/2021","8911","FA / 187853 / 86537600 / 2069-1872-SE21 / ALCON LABORATORIOS CHILE LTDA","187853","04/03/2021","Factura Afecta Electrónica","413.799"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","09/03/2021","8921","FA / 187858 / 86537600 / 2069-1907-SE21 / ALCON LABORATORIOS CHILE LTDA","187858","04/03/2021","Factura Afecta Electrónica","1.298.909"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","09/03/2021","8929","FA / 187923 / 86537600 / 2069-1443-SE21 / ALCON LABORATORIOS CHILE LTDA","187923","04/03/2021","Factura Afecta Electrónica","796.308"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","09/03/2021","9024","FA / 188018 / 86537600 / 2069-1447-SE21 / ALCON LABORATORIOS CHILE LTDA","188018","05/03/2021","Factura Afecta Electrónica","11.979.606"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","09/03/2021","9027","FA / 188021 / 86537600 / 2069-1445-SE21 / ALCON LABORATORIOS CHILE LTDA","188021","05/03/2021","Factura Afecta Electrónica","20.467.000"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","12/03/2021","9462","FA / 187859 / 86537600 / 2069-1905-SE21 / ALCON LABORATORIOS CHILE LTDA","187859","04/03/2021","Factura Afecta Electrónica","5.607.756"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/03/2021","14138","FA / 191913 / 86537600 / 2069-2226-SE21 / ALCON LABORATORIOS CHILE LTDA","191913","29/03/2021","Factura Afecta Electrónica","796.308"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/03/2021","14143","FA / 191989 / 86537600 / 2069-2227-SE21 / ALCON LABORATORIOS CHILE LTDA","191989","30/03/2021","Factura Afecta Electrónica","12.096.445"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/03/2021","14163","FA / 191988 / 86537600 / 2069-2329-SE21 / ALCON LABORATORIOS CHILE LTDA","191988","30/03/2021","Factura Afecta Electrónica","1.784.286"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/03/2021","14737","FA / 191924 / 86537600 / 2069-2397-SE21 / ALCON LABORATORIOS CHILE LTDA","191924","30/03/2021","Factura Afecta Electrónica","974.182"
"2204005003 Otros Insumos clínicos","86537600-6 ALCON LABORATORIOS CHILE LTDA.","99.648.690","Tipo Flujo","31/03/2021","14890","FA / 192811 / 86537600 / 2069-2776-AG21 / ALCON LABORATORIOS CHILE LTDA","192811","31/03/2021","Factura Afecta Electrónica","562.718"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","27/01/2021","371","FA / 252182 / 86821000 / 2069-96-CM21 / INMED DROGUERIA LIMITADA","252182","15/01/2021","Factura Afecta Electrónica","715.651"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/01/2021","2497","FA / 251224 / 86821000-1 / 2069-9585-CM20 / INMED DROGUERIA LTDA.","251224","23/12/2020","Factura Afecta Electrónica","226.709"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/01/2021","2500","FA / 251328 / 86821000 / 2069-9344-CM20 / INMED DROGUERIA LIMITADA","251328","28/12/2020","Factura Afecta Electrónica","268.809"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/01/2021","2502","FA / 251538 / 86821000 / 2069-9344-CM20 / INMED DROGUERIA LIMITADA","251538","04/01/2021","Factura Afecta Electrónica","758.322"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","17/02/2021","4984","FA / 253188 / 86821000 / 2069-1164-CM21 / INMED DROGUERIA LIMITADA","253188","05/02/2021","Factura Afecta Electrónica","107.127"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","18/02/2021","5404","FA / 253187 / 86821000 / 2069-955-CM21 / INMED DROGUERIA LIMITADA","253187","05/02/2021","Factura Afecta Electrónica","128.521"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","18/03/2021","10871","FA / 254837 / 86821000 / 2069-2080-CM21 / INMED DROGUERIA LIMITADA","254837","15/03/2021","Factura Afecta Electrónica","428.415"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","18/03/2021","10893","FA / 254178 / 86821000-1 / 2069-1496-CM21 / INMED DROGUERIA LTDA.","254178","01/03/2021","Factura Afecta Electrónica","178.524"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/03/2021","14116","FA / 255505 / 86821000 / 2069-2547-CM21 / INMED DROGUERIA LIMITADA","255505","29/03/2021","Factura Afecta Electrónica","279.608"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/03/2021","14127","FA / 255513 / 86821000 / 2069-2432-CM21 / INMED DROGUERIA LIMITADA","255513","29/03/2021","Factura Afecta Electrónica","628.328"
"2204005003 Otros Insumos clínicos","86821000-1 INMED DROGUERIA LTDA.","3.825.812","Tipo Flujo","31/03/2021","14902","FA / 255660 / 86821000 / 2069-2569-CM21 / INMED DROGUERIA LIMITADA","255660","31/03/2021","Factura Afecta Electrónica","105.798"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","18/01/2021","105","FA / 109113 / 87590600 / 2069-416-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITADA","109113","14/01/2021","Factura Afecta Electrónica","3.332.000"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","1832","FA / 104037 / 87590600 / 2069-307-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITADA","104037","20/01/2021","Factura Afecta Electrónica","449.820"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","1987","FA / 104036 / 87590600 / 2069-10087-SE20 / COMERCIALIZADORA TERUMO CHILE LIMITA","104036","20/01/2021","Factura Afecta Electrónica","624.750"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","1988","FA / 109269 / 87590600 / 2069-308-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITADA","109269","21/01/2021","Factura Afecta Electrónica","833.000"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","2425","FA / 108347 / 87590600 / 2069-4878-SE20 / COMERCIALIZADORA TERUMO CHILE LIMITAD","108347","23/12/2020","Factura Afecta Electrónica","148.750"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","2433","FA / 103380 / 87590600-3 / 2069-9272-SE20 / TERUMO CHILE LTDA","103380","23/12/2020","Factura Afecta Electrónica","749.700"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","31/01/2021","2443","FA / 103418 / 87590600 / 2069-9324-SE20 / COMERCIALIZADORA TERUMO CHILE LIMITAD","103418","24/12/2020","Factura Afecta Electrónica","743.750"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","17/02/2021","4658","FA / 109420 / 87590600 / 2069-10140-SE20 / COMERCIALIZADORA TERUMO CHILE LIMITA","109420","26/01/2021","Factura Afecta Electrónica","833.000"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","22/02/2021","5824","FA / 104586 / 87590600 / 2069-1216-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITAD","104586","09/02/2021","Factura Afecta Electrónica","624.750"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","22/02/2021","5825","FA / 104585 / 87590600 / 2069-896-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITADA","104585","09/02/2021","Factura Afecta Electrónica","833.000"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","22/02/2021","5840","FA / 104587 / 87590600 / 2069-1214-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITAD","104587","09/02/2021","Factura Afecta Electrónica","1.666.000"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","28/02/2021","7151","FA / 104849 / 87590600 / 2069-1273-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITAD","104849","18/02/2021","Factura Afecta Electrónica","449.820"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","09/03/2021","8902","FA / 105220 / 87590600 / 2069-1934-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITAD","105220","04/03/2021","Factura Afecta Electrónica","124.950"
"2204005003 Otros Insumos clínicos","87590600-3 COMERCIALIZADORA TERUMO CHILE LIMITADA","13.079.290","Tipo Flujo","30/03/2021","13496","FA / 111427 / 87590600 / 2069-2190-SE21 / COMERCIALIZADORA TERUMO CHILE LIMITAD","111427","30/03/2021","Factura Afecta Electrónica","1.666.000"
"2204005003 Otros Insumos clínicos","88466300-8 TECNOFARMA.S.A","3.748.500","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","88466300-8 TECNOFARMA.S.A","3.748.500","Tipo Flujo","31/01/2021","2023","FA / 101878 / 88466300-8 / 621-889-SE20 / ","101878","19/01/2021","Factura Afecta Electrónica","1.874.250"
"2204005003 Otros Insumos clínicos","88466300-8 TECNOFARMA.S.A","3.748.500","Tipo Flujo","28/02/2021","8070","FA 103202","103202","16/02/2021","Factura Afecta Electrónica","1.874.250"
"2204005003 Otros Insumos clínicos","88900200-K INTERNATIONAL CLINICS","799.680","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","88900200-K INTERNATIONAL CLINICS","799.680","Tipo Flujo","18/02/2021","5409","FA / 171137 / 88900200 / 2069-902-SE21 / INTERNATIONAL CLINICS S A","171137","04/02/2021","Factura Afecta Electrónica","99.960"
"2204005003 Otros Insumos clínicos","88900200-K INTERNATIONAL CLINICS","799.680","Tipo Flujo","18/02/2021","5411","FA / 171142 / 88900200 / 2069-430-SE21 / INTERNATIONAL CLINICS S A","171142","04/02/2021","Factura Afecta Electrónica","199.920"
"2204005003 Otros Insumos clínicos","88900200-K INTERNATIONAL CLINICS","799.680","Tipo Flujo","28/02/2021","7478","FA / 171261 / 88900200 / 2069-8994-SE20 / INTERNATIONAL CLINICS S A","171261","17/02/2021","Factura Afecta Electrónica","499.800"
"2204005003 Otros Insumos clínicos","89752800-2 DIST. DE ARTICULOS MEDICOS PEREZ LTDA.","64.260","Saldo Inicial","","","Saldo Inicial","","","","0"
